ID	KoxWt_log2FC	KoxWt_p	KoOokxWtOok_log2FC	KoOokxWtOok_p	1614.Gx507.G_log2FC	1614.Gx507.G_p	1614.Gx507.8_log2FC	1614.Gx507.8_p	1614.Gx507.16_log2FC	1614.Gx507.16_p	1614.Gx507.24_log2FC	1614.Gx507.24_p	1614.8x507.G_log2FC	1614.8x507.G_p	1614.8x507.8_log2FC	1614.8x507.8_p	1614.8x507.16_log2FC	1614.8x507.16_p	1614.8x507.24_log2FC	1614.8x507.24_p	1614.16x507.G_log2FC	1614.16x507.G_p	1614.16x507.8_log2FC	1614.16x507.8_p	1614.16x507.16_log2FC	1614.16x507.16_p	1614.16x507.24_log2FC	1614.16x507.24_p	1614.24x507.G_log2FC	1614.24x507.G_p	1614.24x507.8_log2FC	1614.24x507.8_p	1614.24x507.16_log2FC	1614.24x507.16_p	1614.24x507.24_log2FC	1614.24x507.24_p	1614.GxWT_log2FC	1614.GxWT_p	1614.8xWT_log2FC	1614.8xWT_p	1614.16xWT_log2FC	1614.16xWT_p	1614.24xWT_log2FC	1614.24xWT_p	1614.8xWT_log2FC	1614.8xWT_p	1614.16xWT_log2FC	1614.16xWT_p	1614.24xWT_log2FC	1614.24xWT_p
PBANKA_0711400	-2.43676816101899	0.0100445388505693	-3.10837708788903	4.11353352529823e-05	-0.421941380408877	0.2	-5.54166722929475	0.1	-6.27024185729934	0.1	-6.49502176671136	0.1	2.12029461213935	0.1	-2.99943123674652	0.1	-3.72800586475112	0.1	-3.95278577416314	0.1	1.96083538521624	0.1	-3.15889046366963	0.1	-3.88746509167422	0.1	-4.11224500108624	0.1	3.63484545105614	0.1	-1.48488039782973	0.1	-2.21345502583432	0.1	-2.43823493524634	0.1	-4.68221805842858	0.00879120879120879	-2.13998206588036	0.232967032967033	-2.29944129280346	0.232967032967033	-0.625431226963565	0.232967032967033	-3.56007429188693	0.00909090909090909	-3.71953351881003	0.00909090909090909	-2.04552345297013	0.00909090909090909
PBANKA_1037800	-2.39605896028051	0.0144925070890881	-2.96434643936358	0.000164541341011929	-0.691196523031302	0.2	-5.16269834549072	0.1	-6.22546132327245	0.1	-6.91231508277804	0.1	1.28959494034478	0.1	-3.18190688211463	0.1	-4.24466985989636	0.1	-4.93152361940196	0.1	2.20853499562705	0.1	-2.26296682683236	0.1	-3.3257298046141	0.1	-4.01258356411969	0.1	3.83571592838472	0.1	-0.635785894074694	0.4	-1.69854887185642	0.1	-2.38540263136202	0.1	-4.74791781864313	0.00879120879120879	-2.76712635526704	0.232967032967033	-1.84818629998477	0.232967032967033	-0.221005367227104	0.364835164835165	-4.11936678713765	0.00909090909090909	-3.20042673185538	0.00909090909090909	-1.57324579909771	0.0363636363636364
PBANKA_1201800	1.72352186566305	0.143167775823584	2.51065809165583	0.00563554092965858	-0.637886812315278	0.1	3.95908380091539	0.1	5.58328872331845	0.1	6.11992539313954	0.1	-3.18499286851302	0.1	1.41197774471764	0.7	3.03618266712071	0.1	3.57281933694179	0.1	-2.74156787946635	0.1	1.85540273376431	0.7	3.47960765616738	0.1	4.01624432598846	0.1	-4.11742333137235	0.1	0.479547281858311	0.7	2.10375220426138	0.2	2.64038887408246	0.1	3.75610277626452	0.232967032967033	1.20899672006678	0.448351648351648	1.65242170911345	0.448351648351648	0.276566257207451	0.536263736263736	2.67365991626005	0.0636363636363636	3.11708490530672	0.0636363636363636	1.74122945340072	0.1
PBANKA_0403200	-0.971195340681525	0.241523787828809	-1.45424863420635	0.0503085150143974	0.477964539892961	0.7	-3.75013415953011	0.1	-5.6706555845811	0.1	-6.28805178243527	0.1	3.3062268218493	0.1	-0.92187187757377	0.4	-2.84239330262477	0.1	-3.45978950047893	0.1	3.94638297556588	0.1	-0.281715723857186	1	-2.20223714890818	0.1	-2.81963334676234	0.1	5.52737944619112	0.1	1.29928074676805	0.7	-0.621240678282943	1	-1.23863687613711	0.4	-3.80771924666338	0.101098901098901	-0.979456964707042	0.364835164835165	-0.339300810990459	0.536263736263736	1.24169565963478	0.734065934065934	-2.40801822689249	0.0363636363636364	-1.7678620731759	0.1	-0.186865602550665	0.863636363636364
PBANKA_1138600	1.65264384205454	0.26566958415121	2.36139277066786	0.0314685314685315	-0.473602943785409	0.1	2.4539361395258	0.1	5.05344454920398	0.1	5.85704789245266	0.1	-2.21094954121967	0.1	0.716589542091548	0.7	3.31609795176973	0.1	4.1197012950184	0.1	-2.02734676591343	0.1	0.90019231739778	0.7	3.49970072707596	0.2	4.30330407032464	0.1	-3.462762793402	0.1	-0.535223710090786	0.7	2.06428469958739	0.4	2.86788804283607	0.2	3.22270640934926	0.232967032967033	1.485359811915	0.448351648351648	1.66896258722124	0.536263736263736	0.23354655973267	1	2.71746292962656	0.0636363636363636	2.90106570493279	0.1	1.46564967744422	0.481818181818182
PBANKA_0706500	-1.8099033826792	0.0449019952990878	-2.5194743134156	0.000164541341011929	0.318809409529989	0.1	-4.65051318127493	0.1	-5.76859691596324	0.1	-5.63380531459169	0.1	2.3805028210181	0.2	-2.58881976978682	0.1	-3.70690350447513	0.1	-3.57211190310358	0.1	2.8902015828855	0.1	-2.07912100791942	0.2	-3.19720474260773	0.1	-3.06241314123618	0.1	4.18021629626944	0.1	-0.789106294535488	0.2	-1.9071900292238	0.1	-1.77239842785225	0.1	-3.93352650057497	0.232967032967033	-1.87183308908685	0.18021978021978	-1.36213432721945	0.294505494505495	-0.0721196138355236	0.294505494505495	-3.28927839245517	0.00909090909090909	-2.77957963058777	0.0181818181818182	-1.48956491720384	0.0181818181818182
PBANKA_1040100	2.28725350969228	0.0596570612050488	3.21867877342321	0.000287947346770876	-0.507022281500488	0.1	2.87109452709569	0.1	5.32007540390272	0.1	6.07096994437448	0.1	-1.88047168690994	0.1	1.49764512168623	0.1	3.94662599849326	0.1	4.69752053896503	0.1	-1.40348443343927	0.1	1.9746323751569	0.1	4.42361325196393	0.1	5.1745077924357	0.1	-2.84321427925552	0.1	0.534902529340656	0.7	2.98388340614769	0.1	3.73477794661945	0.1	3.4387793984681	0.232967032967033	2.06532999305864	0.232967032967033	2.54231724652931	0.232967032967033	1.10258740071307	0.448351648351648	3.38059721971484	0.00909090909090909	3.85758447318551	0.00909090909090909	2.41785462736927	0.0636363636363636
PBANKA_1460000	-1.99990483295028	0.0387211388692073	-2.67392650317509	0.00123406005758947	0.0221601777241682	0.7	-4.16582111750651	0.1	-5.81546374821864	0.1	-5.82653607139499	0.1	1.75359477775685	0.1	-2.43438651747383	0.1	-4.08402914818596	0.1	-4.0951014713623	0.1	2.27510483931197	0.1	-1.91287645591871	0.4	-3.56251908663084	0.1	-3.57359140980719	0.1	3.82382234369854	0.1	-0.364158951532133	1	-2.01380158224427	0.1	-2.02487390542061	0.1	-3.94641518984899	0.0307692307692308	-2.21498058981631	0.232967032967033	-1.69347052826119	0.364835164835165	-0.144753023874616	0.536263736263736	-3.53783904567403	0.00909090909090909	-3.01632898411891	0.0363636363636364	-1.46761147973234	0.1
PBANKA_1006400	-2.09297796750696	0.0172711929341355	-2.49819506384675	0.000493624023035788	-0.877326678487558	0.1	-4.81933759132823	0.1	-5.79834944508198	0.1	-6.92876201778503	0.1	1.94557414823992	0.1	-1.99643676460075	0.1	-2.97544861835451	0.1	-4.10586119105755	0.1	1.92609394282011	0.1	-2.01591697002056	0.1	-2.99492882377431	0.1	-4.12534139647736	0.1	3.54821573613227	0.1	-0.3937951767084	1	-1.37280703046215	0.1	-2.5032196031652	0.1	-4.6059439331707	0.0043956043956044	-1.78304310644322	0.232967032967033	-1.80252331186303	0.232967032967033	-0.180401518550871	0.536263736263736	-3.02591552467094	0.00909090909090909	-3.04539573009074	0.00909090909090909	-1.42327393677859	0.1
PBANKA_1421700	1.88748767861654	0.100530442770314	2.74497767047125	0.0106129164952694	-0.684982296947581	0.1	2.30921146735225	0.1	4.66406305557048	0.1	5.23229148817935	0.1	-2.16922114877931	0.2	0.824972615520521	1	3.17982420373875	0.1	3.74805263634762	0.1	-1.26528067950578	0.7	1.72891308479405	0.7	4.08376467301228	0.1	4.65199310562115	0.1	-2.59107806224598	0.2	0.403115702053851	0.7	2.75796729027208	0.2	3.32619572288095	0.1	2.88014592853862	0.232967032967033	1.3959070767069	0.536263736263736	2.29984754598043	0.232967032967033	0.974050163240227	0.448351648351648	2.58428315186896	0.145454545454545	3.48822362114249	0.0636363636363636	2.1624262384023	0.1
PBANKA_1419300	1.56772892727287	0.26566958415121	2.19638090241096	0.0503085150143974	-0.318226998141379	0.2	1.85988869188149	0.1	4.25071690742866	0.1	5.82137812369128	0.1	-1.63302290944353	0.2	0.545092780579333	1	2.93592099612651	0.1	4.50658221238913	0.1	-1.529558847247	0.1	0.64855684277587	0.7	3.03938505832305	0.2	4.61004627458566	0.1	-3.13494025350217	0.1	-0.956824563479305	0.7	1.43400365206787	0.7	3.00466486833049	0.2	2.90343918121501	0.18021978021978	1.58864326991286	0.448351648351648	1.6921073321094	0.536263736263736	0.0867259258542212	0.945054945054945	2.66253199636499	0.1	2.76599605856153	0.1	1.16061465230635	0.6
PBANKA_0417600	1.70203346434928	0.178182027959925	2.40374707723143	0.0106129164952694	-0.403107374297161	0.1	2.57276763471043	0.1	4.92948819788875	0.1	5.85262206630616	0.1	-2.15252031411102	0.1	0.823354694896569	0.7	3.18007525807489	0.1	4.1032091264923	0.1	-1.76029831435481	0.1	1.21557669465277	0.2	3.5722972578311	0.1	4.49543112624851	0.1	-3.44014016163668	0.1	-0.464265152629096	0.7	1.89245541054922	0.2	2.81558927896664	0.2	3.23794263115204	0.232967032967033	1.48852969133818	0.448351648351648	1.88075169109439	0.294505494505495	0.20090984381252	0.945054945054945	2.70221302648792	0.0636363636363636	3.09443502624413	0.0181818181818182	1.41459317896225	0.372727272727273
PBANKA_1112000	-1.5959852664168	0.0241842556420562	-2.1676433892839	4.11353352529823e-05	0.118989102184502	0.7	-5.48438898337296	0.1	-5.33064821043691	0.1	-5.84938816156354	0.1	3.02758813958689	0.1	-2.57578994597058	0.1	-2.42204917303452	0.1	-2.94078912416115	0.1	3.45612012173161	0.1	-2.14725796382585	0.1	-1.9935171908898	0.1	-2.51225714201643	0.1	4.03475423275673	0.1	-1.56862385280073	0.1	-1.41488307986468	0.1	-1.93362303099131	0.1	-4.13635906329723	0.101098901098901	-1.22776002589484	0.232967032967033	-0.799228043750119	0.232967032967033	-0.220593932724997	0.232967032967033	-2.64620941438875	0.00909090909090909	-2.21767743224403	0.00909090909090909	-1.63904332121891	0.00909090909090909
