PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24
PBANKA_0706500	3.33930192388077e-10	0.618276276717574	0.17062574644002	0.911788568930419	0.75913620915544	0.434765164726049	0.602756858158546	0.818718881516425	0.801584322956883	0.73627152391804	0.703394027773187	0.97513361528961	0.892181896475542	0.934088378723883	0.962360378264611	0.999293836255024	0.929088312491724	0.925846006872032	0.986725525789745	0.990252333283437	0.909643554575019	0.995810878022856	0.970737666395574	0.999999999999999
PBANKA_1040100	4.11724337568127e-12	0.572261246902585	0.299067189258164	0.440934680855725	0.874201995602701	0.896662109998748	0.849281823780827	0.921633311419889	0.887618959899627	0.997493303196542	0.802412134755947	0.990151489609162	0.765042505879373	0.911698359609114	0.962018896976841	0.944269276767752	0.922342545298137	0.979563939729721	0.999145864502667	0.946145476522723	0.787715234463978	0.971028407604044	0.979399649352859	1
PBANKA_1460000	9.86355992011587e-12	0.808216740640358	0.198660447530442	0.927792773422516	0.955615170034076	0.543483702925827	0.635125496725182	0.949542417636276	0.987114519083871	0.972515573605843	0.716977575491542	0.947395844646461	0.906586868044461	0.97391285851455	0.877412595457701	0.907010631221906	0.890076295089073	0.918476237434698	0.992968068438135	0.974126172879321	0.86672953022972	0.993232468365497	0.917875902015047	0.999999999999999
PBANKA_1006400	5.51232428359144e-13	0.688364363549476	0.325603773877711	0.851670401325551	0.911148146180494	0.880265464291052	0.933124030471383	0.693598181020188	0.848317900580172	0.701336453044283	0.722452382442074	0.895920436081916	0.780233342254932	0.957561279147908	0.973274014087563	0.848733073861788	0.866081729591633	0.848641823806997	0.821192145397342	0.961941702729737	0.91879479724465	0.91208722658995	0.905757796704531	0.999999999999999
PBANKA_1421700	3.1162636485439e-09	0.402768833237175	0.23378773699099	0.23531487333732	0.710981127953003	0.892547828432463	0.922688440361691	0.845707946884452	0.945668424277638	0.714967722980963	0.87362555190695	0.843937782427416	0.702292165831426	0.833021521483102	0.826136800860725	0.944979854814446	0.796018550334989	0.889929821922314	0.976164093483516	0.929593171290986	0.836205490354532	0.900564737331289	0.983783621971498	0.999999999999998
PBANKA_1419300	4.12110796398797e-11	0.372713637561526	0.900513094255547	0.407780736563801	0.759393547146804	0.517425373884159	0.950301645288666	0.641148387482838	0.910135222389837	0.701168291551742	0.870997235654961	0.90194908099186	0.770781494040525	0.697257877523205	0.857313172898164	0.93211064349254	0.80510181675213	0.995679864802967	0.991134378179197	0.883352444143728	0.752913661109897	0.953973945059449	0.998623811185205	0.999999999999999
PBANKA_0417600	6.57092532744181e-14	0.69671429441282	0.815535849350835	0.406008280322459	0.837227813879438	0.636503211706459	0.994650698825147	0.675468372865185	0.86058385657292	0.92271506879545	0.767920228514639	0.938829384815048	0.882613636861128	0.860598708846725	0.9309338368634	0.908749165808228	0.835412008832819	0.950083554408925	0.967671471468747	0.916510720816787	0.949426964953589	0.964565678642364	0.985140327679907	0.999999999999999
PBANKA_1112000	1.09404994137316e-08	0.0952532017427141	0.286764801824681	0.970806928615472	0.802718359761935	0.658078574113721	0.925201532997349	0.997249440390864	0.648128992956845	0.671784936846957	0.959703337909786	0.739732032650104	0.84235562210475	0.901259161051547	0.827630345882953	0.943346156790685	0.761156056864832	0.969318440018418	0.98298940808757	0.908328310480391	0.862914011100091	0.968100875343319	0.969861628781764	0.999999999999999
PBANKA_0513700	2.36655384522735e-11	0.298473507308404	0.638149475959745	0.621143954783448	0.982960426289423	0.461814251341563	0.80927153852807	0.755234107047845	0.89767070927074	0.666510182598208	0.896412321014444	0.692109953640508	0.913472305271853	0.957528329939344	0.927362559741554	0.851971263458399	0.90393663773147	0.978824251610698	0.806054609211699	0.982349915884615	0.987699514372202	0.993839674631694	0.951835123613365	1
PBANKA_1138900	5.30827551324187e-14	0.833994494907644	0.561888756384667	0.434662339082854	0.870445652658353	0.724217295785033	0.839510884120077	0.849084850807627	0.845647075710801	0.747674296556872	0.766018339216446	0.978629616833231	0.967022903679299	0.924581788429318	0.832481399827936	0.980591037023707	0.949842223892032	0.960600009844616	0.920966968545189	0.876654760678508	0.867224229203837	0.950732644045803	0.985044408633976	0.999999999999999
PBANKA_1005600	2.93945230081664e-12	0.598728806633333	0.377101899742176	0.884225379114401	0.673844103451983	0.817130483059954	0.882600106567838	0.775951054279216	0.798939281624636	0.539042317857939	0.965863380758616	0.975899201917422	0.601211848598689	0.864502995215543	0.9215673568621	0.994753060102892	0.888345227465965	0.98561762250683	0.982257113975993	0.973814638378083	0.790460315126317	0.911613121256921	0.973621237154175	0.999999999999999
PBANKA_1407900	1.90789949388041e-14	0.696215586643214	0.782650811445307	0.377258259888324	0.719920713001492	0.724399913635908	0.975813706217013	0.989933826494365	0.870411132982503	0.999655313662131	0.914099236149256	0.978540594419344	0.85895049041288	0.922859479816622	0.835742289741615	0.92504223399197	0.899423436942241	0.928429679725004	0.971869840910926	0.937011714376479	0.946523923940565	0.913968726217526	0.973362582965212	1
PBANKA_0718300	4.71174024155026e-10	0.629793350782648	0.106807672401851	0.990642019617724	0.992400454053711	0.62754117501829	0.860171969716314	0.602715607332891	0.807964574620337	0.693974427219986	0.873092859427058	0.979930768265269	0.9897033268794	0.946857527435571	0.869064059755926	0.967509587862561	0.802781127070762	0.991544067021787	0.942934427299528	0.984825356744493	0.974561675570893	0.987935382620153	0.938135485953428	0.999999999999999
PBANKA_0312700	1.50327756395642e-12	0.460941540830346	0.473579936794516	0.37768075104659	0.890099669792535	0.994950160356039	0.95679905943131	0.983622689769962	0.912701683484998	0.938531051414472	0.904169375226172	0.829457386427834	0.732420027117653	0.888094881409964	0.888789372207313	0.997651791270915	0.913396004716315	0.91399635854064	0.985270418268479	0.926136177167836	0.911669513101137	0.958953832651541	0.935857922900908	0.999999999999999
PBANKA_1225300	4.1324451341011e-11	0.865313430713822	0.298617648913108	0.41110274456113	0.860724917970537	0.550296690935448	0.989688075357121	0.757015380993537	0.86622224669516	0.95140030239006	0.707249134303152	0.863065840564831	0.661927613483333	0.803374833631706	0.787962685529808	0.831861987662707	0.911821691654898	0.895942498692779	0.935719244420938	0.933061882384303	0.907194693831223	0.950896439960469	0.985619400529511	0.999999999999999
PBANKA_0921200	3.90364790474579e-10	0.22031257624268	0.291419363843637	0.57275914296153	0.663603455232368	0.899706017325713	0.78233838499783	0.957801002692338	0.805620389559647	0.810990513152519	0.960247899252073	0.841947211912455	0.833459249387628	0.881373573982049	0.82437975667815	0.968200138010472	0.909885222090824	0.965997021334659	0.876101893477924	0.981798626310176	0.828581203306226	0.943636701108574	0.990802714154034	0.999999999999998
PBANKA_0410650	3.10664598633994e-09	0.650753403440135	0.0849152695663403	0.929167480977361	0.917449641545178	0.391993448554992	0.784597242361567	0.716931661824773	0.949839325758172	0.835706779507103	0.707460658469512	0.886038220150095	0.989112991348921	0.913382819177361	0.979462282907607	0.912119849682077	0.879286545711632	0.942203335597227	0.861962019033446	0.951684512723134	0.941608433511748	0.989282675356593	0.965589808291118	1
PBANKA_0609600	1.41659572234882e-08	0.69051514608994	0.0403169324349921	0.982817465437239	0.55303205359953	0.936941519901631	0.905041002316881	0.96133446315756	0.963502998035377	0.84044521525981	0.913102058912296	0.853522984911739	0.922730728090928	0.743075261150987	0.839662002340057	0.905609849423494	0.770521316070362	0.934148406091878	0.827076765297396	0.873211104805549	0.871675005330888	0.915255090937733	0.863169302475652	1
PBANKA_1457700	1.29265662821947e-11	0.803513489727197	0.256177114498337	0.911947886494866	0.843278702061178	0.319638067914626	0.771543502988675	0.916917215111177	0.970948982822445	0.846777809958528	0.813647694212496	0.991456200976907	0.991148805668712	0.927513238046537	0.968548611158209	0.901012176143706	0.984263008520755	0.985363053601014	0.99989794238404	0.95605094660609	0.992188368204783	0.892641875952621	0.938214535915883	0.999999999999998
PBANKA_0705600	1.35841527364225e-12	0.360919295188769	0.716089856762948	0.372369988097793	0.759207501758338	0.986188740599882	0.913304161467014	0.916334690864974	0.985602358703379	0.950347316249452	0.93210290822732	0.873985382911224	0.755247700399346	0.833534318637241	0.896470031139819	0.920179604290187	0.964695547595563	0.954181052345542	0.955922960877833	0.939591308987984	0.905750057681149	0.902856417663651	0.949187947499393	0.999999999999999
PBANKA_0603900	5.12895095553645e-10	0.165299030033118	0.311318150095751	0.907737381163804	0.753698793504833	0.617257904652382	0.971969871523645	0.950985371957759	0.850823550910099	0.780172016632713	0.990702914380598	0.719048348735651	0.937598134401858	0.989275331364799	0.888618338986633	0.991390185328923	0.964759056959867	0.917362064194563	0.981091582306554	0.857286203187481	0.83535556263551	0.87240534268654	0.985137596458235	1
PBANKA_0938000	1.03162218813022e-14	0.981451293621351	0.658333438798655	0.42634187135626	0.774596448103421	0.768044963862735	0.94251047339268	0.870428572262579	0.896552855840271	0.917902836600168	0.902578136579753	0.86371376832333	0.730296043125165	0.80285410788362	0.921562976358144	0.877255262860531	0.930280484772989	0.988401852243282	0.94286151912744	0.910430639775049	0.905088103944552	0.999793650928663	0.946251465704014	0.999999999999999
PBANKA_1115300	1.46110888805731e-09	0.0558634907985964	0.866377308761409	0.572678552861402	0.833441870919931	0.976322127791835	0.983400602091793	0.979333255547164	0.970418691791497	0.972662258480417	0.79050686998136	0.963411365743899	0.91337744888352	0.870705602437542	0.872626563086887	0.980860085543992	0.885194603216224	0.923489533578648	0.990995285159275	0.947424390662416	0.905216820615525	0.946453811406569	0.975515799937557	0.999999999999999
PBANKA_1354600	1.45889048011854e-06	0.0673466917963961	0.10512829141093	0.798083295717597	0.85975254004358	0.300013625225983	0.781816543990966	0.72419484171327	0.639686338896656	0.953074859583459	0.997829059846439	0.945757129188326	0.835284808404896	0.829517126469192	0.879892880338892	0.969707339110446	0.889934795890987	0.914615234971521	0.891645203594556	0.895557363378569	0.946755928268434	0.975463293845103	0.968140818351624	1
PBANKA_1143700	1.41783013595774e-07	0.430498636073551	0.0334938025336185	0.737809202241055	0.840491219743762	0.603942703167293	0.523215171472453	0.786707357800703	0.753345343875707	0.85427760159555	0.986416601975843	0.943289526053902	0.83997544861338	0.742979649891046	0.972144838717042	0.929405227323435	0.885111991683227	0.888618279339513	0.919815592496278	0.966717832466347	0.893318299034816	0.974973482950101	0.983623208301873	0.999999999999999
PBANKA_1218000	1.09143743528099e-10	0.761848175632457	0.34761007684556	0.302249200689365	0.701340921833223	0.902666927556247	0.890513120237074	0.91953162815252	0.810455195662861	0.585205260782271	0.986811269509631	0.851473108694446	0.516376079775189	0.910227584908173	0.935034841586864	0.977217839094675	0.838850110551453	0.93399203439667	0.984060478733926	0.912216501702286	0.8334192381092	0.934377145675507	0.993065773130314	1
PBANKA_0703500	1.23406759513078e-11	0.601580625432605	0.850057758178011	0.418946514938401	0.915350014530423	0.346187190567089	0.979748446924101	0.749128873481263	0.710928876945219	0.993940198041541	0.705857207838883	0.896671813885931	0.69088120377709	0.835473574865444	0.86824685471321	0.993696899815899	0.918899945783556	0.971471695533882	0.934792095938872	0.993866546578221	0.785893388339869	0.923915901148833	0.93927188119186	1
PBANKA_1446000	1.71546962695134e-11	0.824160826520287	0.183672465906055	0.632309354927652	0.788093901403996	0.692664215431727	0.968177347894195	0.933910928711124	0.976474379509924	0.75955672494999	0.969311915754089	0.993548018300558	0.720530348194095	0.759056480135999	0.92894853129513	0.991712286180843	0.790008013152513	0.930116560381972	0.88998581978106	0.931705433207778	0.984645217003818	0.998077144987011	0.974951995465606	0.999999999999999
PBANKA_1409200	2.50037284443286e-13	0.409443633834815	0.445222874733516	0.69623440294089	0.699596290316205	0.903911122199215	0.714115710014832	0.945240419276816	0.895183128071632	0.970808433088343	0.990265058315574	0.898654326039803	0.895840996681069	0.921520256418751	0.966630279481307	0.995233164778646	0.916160320670535	0.937134668801446	0.972736404557888	0.999832695992512	0.899464106549112	0.9815233810072	0.942166407402965	0.999999999999999
PBANKA_1202600	4.18763605423499e-07	0.199162244885324	0.0716650036852864	0.381861171449947	0.401219774679499	0.939917544401268	0.967625508903151	0.899405066493851	0.800442477579872	0.594028817053098	0.906246140849928	0.948325047002387	0.833271872030898	0.899788090834498	0.908329382830569	0.957787245104437	0.942508555173998	0.944569395989059	0.983624008055515	0.891213665285778	0.896783234800138	0.949288795839607	0.983182353247974	0.999999999999998
PBANKA_0905900	6.51125297628623e-10	0.338200263663944	0.723740351620878	0.235987689621276	0.52399603794966	0.985916993528083	0.886207851319198	0.913477624763059	0.990849698934436	0.574967672304488	0.89021506576579	0.872386082257917	0.533648218665092	0.815549831530781	0.970091971255379	0.874682082952314	0.999343851863028	0.996478200112963	0.972115469971011	0.916520156728986	0.921865128340898	0.932003374608692	0.976999919653931	0.999999999999999
PBANKA_1436600	1.37953334130046e-11	0.275403665920124	0.79998372284866	0.317256063306968	0.919978533478082	0.810538441661106	0.900894608015069	0.878244739218819	0.915211893729341	0.867367754861687	0.787558078681907	0.962460906753232	0.936243932112878	0.865650980881909	0.957505187015828	0.984398196647897	0.781038116669001	0.991107491648728	0.997640991604691	0.932550731738048	0.841243093054944	0.928924674780145	0.980547106847185	0.999999999999997
PBANKA_0907900	1.0224634203024e-11	0.922819383357759	0.280458604129883	0.456131916828601	0.645923899203038	0.692420056901812	0.874005129013651	0.93220487585269	0.79602460004288	0.674122692665363	0.864014953056718	0.933363729898648	0.876785726845284	0.86051234741573	0.808904517675069	0.973873907929058	0.982110989364678	0.968508202950001	0.888100282115091	0.931876063897656	0.966624991968811	0.936116074250758	0.982466202462566	0.999999999999999
PBANKA_1009200	1.0202330606077e-14	0.459977863445797	0.63774151426267	0.635422364930391	0.66951816774353	0.937124784571941	0.930165072585167	0.854281526355241	0.983772382772139	0.848298797364556	0.939851897725236	0.991528559656941	0.84741588272753	0.966141537913815	0.999170604778306	0.93597093474778	0.939548294705228	0.942981747089035	0.961680261034115	0.969192924337639	0.911993298666543	0.903500336722676	0.93511898262049	0.999999999999999
PBANKA_1109100	1.73378427816273e-09	0.287579239442296	0.172607504409302	0.963016770020531	0.45082788685213	0.770803746823585	0.829043613327671	0.776222765821442	0.802240820135289	0.89273686804369	0.806693119859552	0.828676108581077	0.950516519180083	0.893956191558368	0.898613818064365	0.977076210170882	0.905972579084916	0.964316260147758	0.823838638429157	0.865419879015268	0.907027398699829	0.979691696211122	0.906671086375265	1
PBANKA_1319500	2.668954304575e-14	0.84316089621151	0.980833437810416	0.400966888910287	0.721946075574159	0.775766145992679	0.876694593942512	0.97349293622309	0.942489638302811	0.615348256223417	0.953235534170303	0.99487106071139	0.743196395734679	0.858541088413654	0.823019277634533	0.954256576667212	0.87218470216089	0.93142779534301	0.976106845332333	0.927030691889734	0.919222239785618	0.997005509450046	0.979677713522938	1
PBANKA_0502000	3.99031956236533e-11	0.207020455756038	0.58614515154744	0.445628532021309	0.75038535236671	0.774018695729133	0.968133696766662	0.998476289033235	0.864560399062041	0.999022570966083	0.922713310975591	0.949988412197013	0.856816506427949	0.866345879097165	0.913922160351337	0.907358281062258	0.745207065039026	0.981353135158225	0.996119833645495	0.987057977311187	0.905054567371993	0.910871049943005	0.962895006952435	1
PBANKA_0916000	3.49742527476753e-08	0.618875770375183	0.0513639280034866	0.503775335643813	0.724109128816242	0.747322908158936	0.826307601517893	0.952249579720602	0.583057759883706	0.841904261066684	0.792604168495474	0.824711954320559	0.865567289656274	0.947158320084067	0.758496889724546	0.823807111132993	0.747890322827602	0.892142603061068	0.947766627246543	0.876782409341315	0.922283726515273	0.926519640065913	0.980120290751283	1
PBANKA_1233700	2.19618927186116e-12	0.389402411964851	0.327629299466921	0.68544258309519	0.968149477216957	0.930925558004411	0.674954956046003	0.885228996693296	0.908162812237132	0.777806567446859	0.970668990699705	0.875639568529226	0.981416489506698	0.90243910363449	0.945330631991206	0.968192961924001	0.986149644591192	0.976174343913997	0.969714364806232	0.964712231155076	0.92682420353511	0.96240284215873	0.949135453290652	1
PBANKA_0604900	1.62793886447467e-09	0.252589074827198	0.283023321355078	0.981365989962782	0.880269465172501	0.680669583607961	0.641803764115944	0.504159479694669	0.79743135396806	0.596193488149745	0.743134918654244	0.983741463951903	0.973550246197077	0.761963800787358	0.803199928825509	0.817983151573085	0.952384366541897	0.876026907187347	0.914934612375549	0.89461126841161	0.87986425220842	0.992697630531034	0.950758551180546	0.999999999999999
PBANKA_1125100	2.00189514949019e-12	0.437518949502146	0.961084492456131	0.753293462834498	0.529557922019459	0.510401579368907	0.540125234595035	0.723318329803533	0.912971446108336	0.931979544808753	0.775052118768358	0.948837583744802	0.921625988079831	0.981521086064723	0.914336865469859	0.970712526624194	0.951700372059113	0.994899533018019	0.957507359288578	0.960142724646708	0.904522970391619	0.977331492745539	0.919529159571649	0.999999999999999
PBANKA_1241400	4.40341743260521e-14	0.347334201453339	0.99247869358117	0.562414194710617	0.866312080851721	0.934544792821077	0.739376364429498	0.729984067695175	0.976111344428222	0.887884521941521	0.959653218976543	0.984068862700562	0.921952321496499	0.906081080359444	0.994952002385079	0.950323158119231	0.987836390540729	0.972056895814273	0.903640295201932	0.961592998661857	0.982738907053971	0.933775496111637	0.991239486759785	0.999999999999999
