PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24
PBANKA_1407900	-0.966249356666272	0.0840422639102675	0.0594340180501808	-0.188679098873471	-0.0772037621383658	0.0759199096495643	-0.00653752345229306	0.00272055301791747	0.0351672027320309	-9.31549956420484e-05	0.0232574287920182	-0.00580027329778579	-0.0383066972776722	0.0208783119303686	-0.0446882007152942	-0.0202858953809379	-0.0272491484808804	-0.019366796588843	-0.0076039272534723	-0.0170397043946328	0.0144625319503785	-0.0232928920788579	-0.00720027734735247	-1.21982452075617e-16
PBANKA_0718300	0.913418539011705	0.103659400228883	-0.337467748060761	0.00252914342116712	-0.00205388356278519	0.104337998056426	-0.0379717395002259	-0.111884701196743	-0.0523749048228482	0.0846928099825767	0.034433602395661	0.00542444625137568	-0.00278285260345484	0.014372184587301	-0.0355358442313125	-0.00878312280695494	-0.053815898486317	0.00228534178458912	0.0154348012078088	0.00410133182206133	0.00687604975849625	-0.00326070126562707	0.0167351261616474	3.32599803459195e-16
PBANKA_0312700	-0.949442340226191	-0.157984927385237	0.153617764216771	-0.188515082403421	0.0297895922159088	0.00136477906270578	0.0116808046486236	-0.00442642394703336	-0.0236372144925355	0.0166279226210151	0.0259573954517371	-0.0464224197039151	-0.0736273836679462	0.0303363280750563	-0.0301469096344354	0.000634628174183509	-0.0234485238589645	-0.0232853835362666	0.00398102976618119	-0.0199890444872714	0.0239177511051146	-0.0110976991436343	-0.0173524518965888	3.43334937703392e-16
PBANKA_1225300	-0.931131467067601	-0.0365627583062797	0.221336895337999	-0.175855122138785	0.037820136442175	0.128268584545502	0.00278697480236185	0.0666439819845122	-0.0363138564002684	-0.0131421258319944	0.0808498308053827	-0.03717851242762	-0.0940777762797339	0.0536507360373906	-0.0579480267025769	-0.0457585834495345	-0.0238763876932788	-0.0281971692750486	-0.0173900444535679	-0.018110490622869	0.0251344168751571	-0.0132785376561385	-0.00388669915863361	-1.46041788726839e-16
PBANKA_0921200	0.914942952240457	0.259738638703633	-0.224576171651334	-0.121167314789814	0.0935829869150952	-0.0271722104833685	-0.0595215004560961	-0.0114096580614189	-0.0530263123678893	0.0515347077148322	-0.0107475469106119	-0.0429786898579916	0.0453178523844834	0.0321706738580652	-0.0478255524315391	0.00859635360739183	-0.0244027978988129	-0.00919223972945132	0.0336109064821348	0.00491950343353002	0.046664408495626	-0.015244557372566	0.00248571135563635	-4.18734405081007e-16
PBANKA_0410650	0.896464982477448	0.0973889984828588	-0.359007183263779	0.0191666565869141	-0.0223472254859866	0.183019327648775	-0.0588892036833974	-0.0780619239076654	-0.01356474871826	0.0446979915382561	0.0807887925393368	0.0308973991753513	0.00294240987036556	0.0234521070409906	-0.00555109732844313	0.0237953482003092	-0.0327406906629734	-0.0156328635977398	0.037481020609251	0.0130651830817281	0.0157940394696163	-0.00289654713032815	-0.00930238735655495	-4.26530806717673e-17
PBANKA_0609600	0.880308850856747	0.0856983643246346	-0.421331430315455	0.00464408879796203	0.127396913913231	0.0170587303980032	-0.025720250807804	-0.0104535617396569	-0.00986688759425843	-0.0433922685771924	0.0235284053262161	0.0397960968274082	-0.0209132606940861	0.0705935624798319	-0.0436079872290057	0.025565499508989	-0.0628372470622436	-0.017815897301244	0.0470800399382817	0.0344012643499629	0.0348214170878882	-0.0229433753791166	-0.0371501616397739	2.68673913773951e-17
PBANKA_1457700	0.938224482473479	0.0536121677115112	-0.241211474561071	0.0238420874936415	0.0426121837233813	0.212145279537534	-0.0625498939384158	-0.0224918444184703	-0.00785294723889177	0.0416495626844887	0.0507975031545858	0.00230908973121626	-0.00239217103462913	0.019615417202482	-0.00850210632776188	-0.0268166250589822	-0.00425333868247786	-0.00395599018096916	2.75821100942291e-05	0.0118832706455187	0.00211120440935717	-0.0290965502824798	-0.0167137022556866	-4.19296261208065e-16
PBANKA_0705600	-0.949916028949938	-0.195105215502071	0.0783038159608066	-0.190584508324361	0.0660248276793847	-0.0037328068688601	0.0234734824694778	-0.022650081823756	0.00389130558233653	0.013427208800719	0.018370527058124	-0.0341895305808476	-0.0671436289842472	0.0452971429438292	-0.0280534655499635	-0.0216058520919617	-0.00954428514571192	-0.0123893736660815	-0.0119179091171171	-0.0163405973977349	0.0255273586141094	-0.0263146686579592	-0.0137411188134163	-1.90318842413538e-16
PBANKA_0603900	0.912721837377009	0.292592291863275	-0.215737602626517	0.0249868257863319	0.0675817150119548	0.107448930152099	-0.00757687738116989	-0.0132544605360286	-0.0405375221610034	0.0601283567701385	0.00251268494546276	-0.0774541006675465	0.0168807618013706	0.00289853208554383	-0.0301935559640962	0.00232693209104185	-0.00952710547825961	-0.0223710128096927	-0.00511063734807663	-0.0387632219354317	0.0447948330993882	-0.0346216405225943	0.004016931954049	2.08198697527405e-17
PBANKA_0938000	-0.968109245015916	0.00501339678727585	-0.0951405231643998	-0.170272847093673	-0.0616922771281154	0.0635338225267074	0.0155496544304348	0.0351624309096059	-0.0280309045460416	0.022224134939073	0.0263904012441795	-0.0370009761351012	-0.0742337511375425	0.0537955944642125	-0.0212302622564959	-0.0332956866507113	-0.0188647661008775	-0.00313462020674095	-0.0154545524474669	-0.0242545179015991	0.0257074366373961	5.57679384777347e-05	-0.0145363215474198	-2.50449587937291e-16
PBANKA_1115300	-0.90362806444192	0.395339560085676	-0.036271393296476	-0.121192567672438	0.045322646657971	0.00640005983080023	-0.00448645732536597	-0.00558597910144411	0.00799635382673023	0.00738964792905257	0.0572372062225623	0.00989167633742992	-0.0234535664248809	0.0350866306860384	-0.0345611333351872	0.0051732182498871	-0.0311275997064247	-0.0207072955442624	-0.00243366393147538	-0.0142186705928524	0.0256724192261337	-0.0144815203083616	-0.0066180705023415	3.13670689646528e-16
PBANKA_1354600	0.811946821903311	0.379562389105911	-0.33899728515025	0.0551238287838182	-0.0380867471260179	0.220714336201148	-0.0596676413491472	-0.075978633182482	-0.100689859174734	-0.0126888040049231	0.000586719357666554	0.0146702062693328	0.0448143432890942	0.0464059223771292	-0.0325750645417394	-0.008188730087439	-0.0298345490306502	-0.0231172228543936	0.0293682237845751	0.0283020903297969	0.0143996996878444	-0.00663226703856442	-0.00861239722326393	4.47647901402628e-18
PBANKA_1143700	0.85046795002391	-0.168769112888141	-0.435318936116628	-0.0720912783444034	0.0433795989209962	0.111508703943776	-0.137009566738428	-0.0582989692462178	-0.0676817196206089	0.0395889128488527	0.00367121657100664	0.0153386046490544	-0.0435216505262295	0.0706207266498748	-0.00752956372922575	-0.0191021674930261	-0.0311501439588495	-0.0301935722320378	0.0217046925230924	-0.00899727196775756	0.0289121950135949	-0.00676470283444497	-0.00442628378104414	-2.65039869874331e-16
PBANKA_1218000	-0.924561635949552	0.0652796557031419	0.200466171795694	-0.219721072631666	0.0825572001411561	0.0263662369652054	0.0296768603545837	0.021781800547226	0.0516832931790294	-0.117285829827711	0.00356453968770375	-0.0403590744307257	-0.139250585230283	0.0243097201694163	-0.0175755775946833	-0.00615788925776995	-0.0438316477745196	-0.0178582930385119	-0.00430808445103832	-0.0237690788071297	0.0453288905012309	-0.0177538822230279	0.00187406736641386	5.73579660988268e-17
PBANKA_0703500	-0.938491451328804	0.112232759006047	0.040747935402745	-0.172967974005053	-0.0229175860297295	0.201046416684329	0.00547373508378374	0.0688757783678557	-0.0797888492651573	0.00163773783198961	0.0812516422487551	-0.0279985015123648	-0.0855918752910296	0.0447622924698363	-0.0357595285105028	0.00170349349054045	-0.0219533376558012	-0.00771159321725311	-0.0176413858379829	-0.00165764343040082	0.0585266015502877	-0.020591572870456	-0.0164271580887362	1.16139808918796e-16
PBANKA_1446000	-0.936569695415821	0.0478860928181254	0.280882594089901	-0.102902448107557	0.0579113519475163	0.0850734622713203	0.00860251742504539	0.0178802827909753	0.00635889550358104	-0.0659262382725401	-0.00829566990347544	-0.00174373143165024	-0.0770288755993189	0.0660674666753835	-0.019226048464874	-0.00223987651620857	-0.057376536029092	-0.0189092266817878	0.0298206360171151	-0.0184783140654764	0.00415002470903019	0.000519671616600071	0.00677051270635213	1.46875373211223e-16
PBANKA_1409200	0.957191021782147	0.176469688092773	-0.163504374559008	-0.0840368051032569	0.0830622915586084	0.026027664266016	-0.0788714479601502	0.014810156163266	-0.0284040479081412	0.00789095578230022	0.00263102783484845	-0.0274585702405439	-0.0282248205060707	0.021241859951305	-0.00902095326727542	-0.00128829288921233	-0.0226974501021621	-0.0170063782611959	0.00736959828040722	4.52156120843039e-05	0.0272380751918774	-0.00499390955875758	0.0156428682570745	-2.97093466872704e-16
PBANKA_1202600	-0.833760544315015	-0.271623354247356	0.374163203357488	-0.186897817488265	0.179536541869006	0.016252194460948	0.00875176987314507	-0.0272541503038987	0.0544667717756838	-0.114555706265221	-0.0253924149179923	0.0139747748023825	-0.0453695460924498	0.0271498649803008	-0.0248258354229438	0.0114133810349701	-0.0155501741037708	-0.0149919102102923	0.00442606759712894	-0.0294858661732677	0.0279681520548638	-0.0137138121084158	-0.00454545332858583	5.1986780430879e-16
PBANKA_0905900	-0.910730836519242	-0.204330017266474	0.0761087978464855	-0.251414234548717	0.13675458838399	-0.00380625971922843	0.0308511153252271	0.0234263436721566	0.00247301245964881	-0.120475881392783	-0.0297581274594078	-0.0346269086665783	-0.133617601823933	0.0502701170961011	-0.0080847104854758	-0.0339990375114257	-0.000177330734537045	0.000951805158209719	-0.00753750543801765	-0.0225997004835679	0.0211482350597261	-0.0183975181158646	0.00621680675766313	1.93132394933713e-16
PBANKA_1436600	-0.93784809403737	0.231967798436866	-0.054594502685931	-0.213167876313736	0.0216604484967236	0.0516601854925186	-0.0268486287210313	0.0330253121525272	0.0229551115288206	0.0360001945711989	0.0580611239170354	-0.0101488056274914	-0.0172478162276542	0.0364703065013341	-0.011489710143484	-0.00421679616071569	-0.0598856864694012	-0.0024033372112073	-0.000637546905769054	-0.0182490916950698	0.0431725524055206	-0.0192325198200469	-0.00525782694261036	8.62097392104112e-16
PBANKA_0907900	-0.939561998521118	-0.0208891957815188	-0.22960621795386	-0.159663152693674	-0.0988267678954652	0.0851444244137474	-0.0341841312220008	0.0183428762355542	-0.0556975873606359	0.0904876147629351	0.0369184575766998	-0.0180286464211385	-0.0334240044338431	0.0378784153222828	-0.0521138367295327	-0.00706201627238954	-0.00483506405237496	-0.0085130349649673	-0.030334854979362	-0.0184320420255491	0.00902238343496768	-0.0172824742890733	0.00473904209258955	-1.64179078553385e-16
